,train_RMSE,train_MAE,train_R2,valid_RMSE,valid_MAE,valid_R2
1,4.003039360046387,2.918384552001953,-8.211380958557129,3.3599698543548584,2.523679733276367,-2.941114902496338
2,2.6716794967651367,1.9898611307144165,-0.0729142427444458,2.160940408706665,1.6719149351119995,0.40295326709747314
3,1.9028911590576172,1.4503437280654907,0.6521052718162537,1.626010537147522,1.2804352045059204,0.7709272503852844
4,1.5571014881134033,1.2156230211257935,0.8011385202407837,1.5045738220214844,1.1447948217391968,0.818321168422699
5,1.4738022089004517,1.129375696182251,0.8324921727180481,1.4034123420715332,1.06771981716156,0.8461544513702393
6,1.37302565574646,1.0622891187667847,0.8568827509880066,1.3306812047958374,1.02085280418396,0.846855640411377
7,1.283010482788086,0.9771174788475037,0.8747798800468445,1.305762529373169,0.9826383590698242,0.8636404871940613
8,1.2246304750442505,0.930168092250824,0.8886639475822449,1.4355783462524414,1.1327242851257324,0.8676353096961975
9,1.2165898084640503,0.915558934211731,0.8910320401191711,1.2161226272583008,0.8931597471237183,0.8895473480224609
10,1.1346278190612793,0.8455919623374939,0.9048711657524109,1.189021348953247,0.868159830570221,0.9032793045043945
11,1.1469391584396362,0.8504655361175537,0.9044614434242249,1.142076849937439,0.8723187446594238,0.9015499949455261
12,1.104862928390503,0.8218823671340942,0.9119794964790344,1.215885877609253,0.873034656047821,0.8738398551940918
13,1.1029706001281738,0.8223792910575867,0.9116324186325073,1.0949264764785767,0.7976041436195374,0.9112364649772644
14,1.0576285123825073,0.7890424728393555,0.9191586971282959,1.1248104572296143,0.8116900324821472,0.9041427969932556
15,1.0378507375717163,0.7628958821296692,0.9224079847335815,1.0451840162277222,0.7692932486534119,0.9170936942100525
16,1.030381679534912,0.7644571661949158,0.9235824942588806,1.0385328531265259,0.7612526416778564,0.9228509664535522
17,1.0050129890441895,0.739181399345398,0.927821159362793,1.0351409912109375,0.7519107460975647,0.9250826239585876
18,1.0312466621398926,0.7630805969238281,0.9239664077758789,1.036175012588501,0.7507433295249939,0.925764799118042
19,1.0110619068145752,0.7507151365280151,0.9272860288619995,1.1342816352844238,0.8213840126991272,0.9011896252632141
20,0.997600257396698,0.7367963790893555,0.9286690950393677,1.0133532285690308,0.7479017972946167,0.9262992143630981
