,train_RMSE,train_MAE,train_R2,valid_RMSE,valid_MAE,valid_R2
1,4.289623737335205,4.093994617462158,-109.66169738769531,3.430035352706909,3.181840419769287,-365.5371398925781
2,2.1084673404693604,1.6287891864776611,-3.0576424598693848,1.252051830291748,0.9804084897041321,-145.3529052734375
3,1.2213826179504395,0.9323011636734009,-229.1045379638672,1.2278848886489868,0.9377408623695374,-807.9760131835938
4,1.1954394578933716,0.9068210124969482,-540.5814208984375,1.2006386518478394,0.9305219650268555,-1776.546142578125
5,1.170655608177185,0.8882144093513489,-214.33352661132812,1.1750496625900269,0.8950185179710388,-114.3201904296875
6,1.1443918943405151,0.8704556822776794,-47.58450698852539,1.1480120420455933,0.8629810214042664,-27.326692581176758
7,1.1189569234848022,0.8464607000350952,-14.515923500061035,1.1125458478927612,0.8523010611534119,-9.676713943481445
8,1.0936695337295532,0.8257556557655334,-7.165501594543457,1.0937614440917969,0.8308002948760986,-5.219610691070557
9,1.0851982831954956,0.8189741373062134,-4.427275657653809,1.083347201347351,0.8005622029304504,-4.265198707580566
10,1.0641885995864868,0.8000163435935974,-4.351118087768555,1.0427696704864502,0.782258152961731,-3.4378652572631836
11,1.0025101900100708,0.7453724145889282,-2.741337537765503,0.9799816608428955,0.6967786550521851,-1.8308417797088623
12,0.918203592300415,0.668444812297821,-0.8816955089569092,0.8764060139656067,0.6595746278762817,-0.35705041885375977
13,0.8515708446502686,0.6159809827804565,-0.20032823085784912,0.8449262380599976,0.600134015083313,-0.1009364128112793
14,0.8066554665565491,0.5752753615379333,0.05794262886047363,0.8059187531471252,0.5756587386131287,0.17981964349746704
15,0.7782081365585327,0.5489193797111511,0.198971688747406,0.7768474221229553,0.5523422360420227,0.27146708965301514
16,0.7527959942817688,0.5306220054626465,0.2976991534233093,0.7716477513313293,0.5744696855545044,0.33624202013015747
17,0.7327091693878174,0.51234370470047,0.34767717123031616,0.760978639125824,0.5208037495613098,0.2824530601501465
18,0.7152590751647949,0.4966154992580414,0.4014319181442261,0.724230945110321,0.5115826725959778,0.4528021812438965
19,0.6975567936897278,0.48282521963119507,0.4635313153266907,0.7128221392631531,0.492925763130188,0.44466036558151245
20,0.6935381889343262,0.47842761874198914,0.46892666816711426,0.7086991667747498,0.5086355209350586,0.5158758163452148
